overall_pick,year,team,player,college/former,position,height,years_played,games,win_shares,win_shares_40,minutes_played,points,total_rebounds,assists,spg,bpg,fg%,3-fg%,ft%
35,1999,Cleveland Rockers,Tracy Henderson,Georgia,null,null,3,61,-0.9,-0.068,8.6,1.8,2.1,0.2,null,null,null,null,null
36,1999,Houston Comets,Kara Wolters,UConn,null,null,4,86,3.8,0.118,15,6.5,3.2,0.7,null,null,null,null,null
37,1999,Washington Mystics,Jennifer Whittle,Australia,null,null,2,7,-0.4,-0.416,5.4,0,0.6,0,null,null,null,null,null
38,1999,Sacramento Monarchs,Amy Herrig,Iowa,null,null,3,85,1.1,0.043,12.4,3.3,2.3,0.4,null,null,null,null,null
39,1999,Utah Starzz,Dalma Ivanyi,Florida International University,null,null,5,106,-1.2,-0.031,14,2.1,1.5,1.8,null,null,null,null,null
40,1999,Los Angeles Sparks,La'Keshia Frett,Georgia,null,null,7,201,4.2,0.06,13.7,4,1.9,0.8,null,null,null,null,null
41,1999,Detroit Shock,Astou Ndiaye-Diatta,Southern Nazarene University,null,null,8,163,4.3,0.052,20.4,7.6,4.2,1,null,null,null,null,null
42,1999,New York Liberty,Carolyn Young,Auburn,null,null,2,42,0.4,0.035,11.1,4.6,1.1,0.6,null,null,null,null,null
43,1999,Minnesota Lynx,Sonja Tate,Arkansas State University,null,null,2,40,1.1,0.048,23.1,4.3,3.5,2.6,null,null,null,null,null
44,1999,Orlando Miracle,Carla McGhee,Tennessee,null,null,4,81,-0.3,-0.016,8.9,1.9,1.5,0.4,null,null,null,null,null
45,1999,Charlotte Sting,Angie Braziel,Texas Tech,null,null,3,52,0.7,0.049,11.3,3.9,2.3,0.3,null,null,null,null,null
46,1999,Phoenix Mercury,Amanda Wilson,Louisiana Tech,null,null,2,15,0.1,0.093,2.9,0.9,0.5,0.2,null,null,null,null,null
47,1999,Cleveland Rockers,Kellie Jolly Harper,Tennessee,null,null,1,1,-0.1,-0.716,4,0,0,1,null,null,null,null,null
48,1999,Houston Comets,Jennifer Rizzotti,UConn,null,null,5,148,4.1,0.07,16,3.1,1.4,1.8,null,null,null,null,null
49,1999,Minnesota Lynx,Angie Potthoff,Penn State,null,null,2,35,0.1,0.008,20.5,3.6,2.5,1.1,null,null,null,null,null
50,1999,Orlando Miracle,Elaine Powell,LSU,null,null,10,265,10.2,0.071,21.7,5.7,2.5,2.8,null,null,null,null,null
1,1998,Utah Starzz,Margo Dydek,Poland,Center,7'2,11,323,26.8,0.136,24.4,10,6.6,1.6,0.5,2.7,46.7%,29.5%,79.1%
2,1998,Sacramento Monarchs,Ticha Penicheiro,Old Dominion,Guard,5'11,15,454,27.4,0.086,28.2,6.1,3.3,5.7,1.7,0.1,35.4%,24.9%,70.7%
3,1998,Washington Mystics,Murriel Page,Florida,Forward,6'2,11,354,15.4,0.073,23.9,6.1,4.5,1.2,1.2,0.6,46.4%,25.9%,65.1%
4,1998,Detroit Shock,Korie Hlede,Duquesne,Guard,5'9,5,133,5.8,0.076,22.9,8.9,2.8,2.1,0.9,0.1,41.4%,39.7%,80.5%
5,1998,Los Angeles Sparks,Allison Feaster,Harvard University,Forward,5'11,10,284,18.2,0.115,22.2,8,2.4,1.4,0.8,0.2,37.8%,34.4%,83.5%
6,1998,Cleveland Rockers,Cindy Blodgett,University of Maine,Guard,5'9,4,65,0.1,0.012,6.5,2.5,0.5,0.4,0.4,0,34.89%,29.9%,61.5%
7,1998,Charlotte Sting,Tracy Reid,UNC,Forward,5'11,6,116,3.3,0.054,21.1,7.5,3.4,1,0.8,0.3,47%,0%,58.9%
8,1998,Phoenix Mercury,Maria Stepanova,Russia,Center,6'8,5,114,8.5,0.164,18.2,7.6,4.7,0.9,0.7,1.6,48.3%,33.3%,62.6%
9,1998,New York Liberty,Alicia Thompson,Texas Tech,Forward,6'1,6,143,3.8,0.072,14.9,5.3,2.5,0.7,0.4,0.1,43.7%,35.1%,70.6%
10,1998,Houston Comets,Polina Tzekova,Bulgaria,Center,6'4,1,32,1.9,0.099,24.3,6.1,5.1,1,0.4,0.6,42.9%,25%,77.5%
11,1998,Utah Starzz,Olympia Scott,Stanford,null,null,10,219,3.2,0.036,16,4.7,3.2,0.8,null,null,null,null,null
12,1998,Sacramento Monarchs,Tangela Smith,Iowa,null,null,15,463,27.8,0.087,27.5,10.9,5,1.2,null,null,null,null,null
13,1998,Washington Mystics,Rita Williams,UConn,null,null,6,186,6.9,0.069,21.7,6.4,2,2.2,null,null,null,null,null
14,1998,Detroit Shock,Rachael Sporn,Australia,null,null,3,71,1.9,0.066,16.1,4,3.1,1.1,null,null,null,null,null
15,1998,Los Angeles Sparks,Octavia Blue,Miami (FL),null,null,3,59,0,0.001,8.9,2.1,1.2,0.3,null,null,null,null,null
16,1998,Cleveland Rockers,Suzie McConnell Serio,Penn State,null,null,3,78,3.2,0.062,26.9,6.7,2,4.8,null,null,null,null,null
17,1998,Charlotte Sting,Christy Smith,Arkansas,null,null,2,28,0.5,0.04,16.7,3.6,1.3,2.6,null,null,null,null,null
18,1998,Phoenix Mercury,Andrea Kuklova,Slovakia,null,null,2,34,-0.1,-0.008,10.4,2.9,1.1,0.9,null,null,null,null,null
19,1998,New York Liberty,Nadine Domond,Iowa,null,null,1,9,-0.1,-0.048,10.2,3,1,1,null,null,null,null,null
20,1998,Houston Comets,Nyree Roberts,Old Dominion,null,null,2,26,0.2,0.047,5.2,1.3,0.8,0.1,null,null,null,null,null
21,1998,Utah Starzz,LaTonya Johnson,Memphis,null,null,7,179,-0.9,-0.014,14,3.8,1.3,0.7,null,null,null,null,null
22,1998,Sacramento Monarchs,Quacy Barnes,Indiana,null,null,4,70,-0.8,-0.032,14.8,4.2,1.8,0.7,null,null,null,null,null
23,1998,Washington Mystics,Angie Hamblin,Iowa,null,null,1,6,-0.2,-0.259,4.8,1,1.2,0.3,null,null,null,null,null
24,1998,Detroit Shock,Gergana Branzova,Florida International University,null,null,1,26,0.1,0.022,7.8,2.7,1.6,0.3,null,null,null,null,null
25,1998,Los Angeles Sparks,Rehema Stephens,UCLA,null,null,1,8,-0.5,-0.25,10.1,3.3,1.3,0.5,null,null,null,null,null
26,1998,Cleveland Rockers,Tanja Kostic,Oregon State,null,null,2,10,-0.2,-0.108,7.6,1.2,0.7,0.6,null,null,null,null,null
27,1998,Charlotte Sting,Pollyanna Johns Kimbrough,Michigan,null,null,6,134,4.5,0.103,12.9,3.2,2.5,0.5,null,null,null,null,null
28,1998,Phoenix Mercury,Brandy Reed,Southern Miss,null,null,5,87,11.1,0.203,25.3,13.5,4.9,2,null,null,null,null,null
29,1998,New York Liberty,Albena Branzova,Florida International University,null,null,1,11,-0.1,-0.042,8.5,2.1,1.5,0.5,null,null,null,null,null
30,1998,Houston Comets,Amaya Valdemoro,Spain,null,null,3,55,0.8,0.1,5.9,2.3,0.8,0.5,null,null,null,null,null
31,1998,Utah Starzz,Tricia Bader Binford,Boise State,null,null,5,100,-0.5,-0.028,7.6,1.4,0.5,0.8,null,null,null,null,null
32,1998,Sacramento Monarchs,Adia Barnes,Arizona,null,null,7,132,2.4,0.047,15.3,3.8,2.6,0.9,null,null,null,null,null
33,1998,Washington Mystics,Angela Jackson,Texas,null,null,1,7,0.1,0.132,5.1,1.4,0.6,0,null,null,null,null,null
34,1998,Detroit Shock,Sandy Brondello,Australia,null,null,5,155,12.4,0.108,29.6,11.4,1.9,2.3,null,null,null,null,null
35,1998,Los Angeles Sparks,Erika Keinast,UC Santa Barbara,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null
36,1998,Cleveland Rockers,Tammye Jenkins,Georgia,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null
37,1998,Charlotte Sting,Sonia Chase,Maryland,null,null,2,36,0.2,0.036,6.2,1.3,0.5,0.5,null,null,null,null,null
38,1998,Phoenix Mercury,Karen Wilkins,Howard University,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null
39,1998,New York Liberty,Vanessa Nygaard,Stanford,null,null,5,107,4.3,0.098,16.2,4.6,2.3,0.5,null,null,null,null,null
40,1998,Houston Comets,Monica Lamb,USC,null,null,3,46,3.8,0.185,17.9,4.3,3.8,0.3,null,null,null,null,null
1,1997,Houston Comets,Tina Thompson,USC,Forward,6'2,17,496,60.7,0.151,32.4,15.1,6.2,1.6,0.9,0.8,41.8%,37.1%,83.1%
2,1997,Sacramento Monarchs,Pamela McGee,USC,Forward-Center,6'3,2,57,2,0.064,22.1,8.6,4.6,0.6,0.9,0.7,44.9%,18.2%,67%
3,1997,Los Angeles Sparks,Jamila Wideman,Stanford,Guard,5'6,4,84,-1.3,-0.037,16.6,2.2,1.4,2.5,0.7,0,25.4%,18.6%,73.8%
4,1997,Cleveland Rockers,Eva Nemcova,Bourges (France),Forward,6'3,5,111,10.4,0.122,30.6,11.7,3.5,1.9,1.1,0.6,44.2%,40.2%,89.7%
5,1997,Utah Starzz,Tammi Reiss,Virginia,Guard,5'6,2,50,-0.1,-0.002,26.2,7.2,2.3,2.7,0.7,0.1,34.5%,29.7%,72.6%
6,1997,New York Liberty,Sue Wicks,Rutgers University,Forward,6'3,6,182,7.2,0.084,18.8,4.5,4.3,1,0.9,0.9,40.2%,13.2%,69.7%
7,1997,Charlotte Sting,Tora Suber,Virginia,Guard,5'7,3,83,1.4,0.046,15.3,4,1.3,1.8,0.6,0,33.1%,32.8%,63.9%
8,1997,Phoenix Mercury,Toni Foster,Iowa,Forward-Center,6'1,3,54,4.9,0.195,18.4,6.5,3.9,0.9,1.2,0.5,47.3%,16.7%,71.7%
9,1997,Phoenix Mercury,Tia Jackson,Iowa,null,null,1,26,0.5,0.063,12.3,2.8,2.2,1,null,null,null,null,null
10,1997,Charlotte Sting,Sharon Manning,NC State,null,null,4,114,5.2,0.108,17,4.7,4.2,0.7,null,null,null,null,null
11,1997,New York Liberty,Sophia Witherspoon,Florida,null,null,7,207,13.9,0.115,23.5,10.7,2.2,1.5,null,null,null,null,null
12,1997,Utah Starzz,Jessie Hicks,Maryland,null,null,6,169,2.2,0.044,11.7,4.2,2.1,0.5,null,null,null,null,null
13,1997,Cleveland Rockers,Merlakia Jones,Florida,null,null,8,251,14.3,0.09,25.3,9.4,3.7,1.4,null,null,null,null,null
14,1997,Los Angeles Sparks,Tamecka Dixon,Kansas,null,null,13,360,22.5,0.095,26.3,9.7,2.9,2.7,null,null,null,null,null
15,1997,Sacramento Monarchs,Denique Graves,Howard University,null,null,1,22,-0.6,-0.287,3.9,0.7,0.7,0,null,null,null,null,null
16,1997,Houston Comets,Tammy Jackson,Florida,null,null,6,143,4.4,0.09,13.6,2.8,2.8,0.4,null,null,null,null,null
17,1997,Houston Comets,Racquel Spurlock,Louisiana Tech,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null
18,1997,Sacramento Monarchs,Chantel Tremitiere,Auburn,null,null,4,101,-0.8,-0.014,22.5,4.3,2.2,3.1,null,null,null,null,null
19,1997,Los Angeles Sparks,Katrina Colleton,Maryland,null,null,4,104,0.7,0.013,21,4.9,1.7,1.4,null,null,null,null,null
20,1997,Cleveland Rockers,Tina Nicholson,Penn State,null,null,1,24,0.1,0.01,11.4,2,0.4,1.8,null,null,null,null,null
21,1997,Utah Starzz,Raegan Scott,Colorado,null,null,2,30,0.3,0.053,7,1.7,1.2,0.3,null,null,null,null,null
22,1997,New York Liberty,Trena Trice,NC State,null,null,2,38,1,0.098,11,4.1,2.3,0.1,null,null,null,null,null
23,1997,Charlotte Sting,Debra Williams,Louisiana Tech,null,null,1,10,-0.2,-0.062,11.6,2.7,1.3,0.9,null,null,null,null,null
24,1997,Phoenix Mercury,Umeki Webb,NC State,null,null,3,71,3.9,0.086,25.6,4.8,3.5,2.5,null,null,null,null,null
25,1997,Phoenix Mercury,Monique Ambers,Arizona State,null,null,2,21,0.1,0.035,4.2,0.7,1,0.2,null,null,null,null,null
26,1997,Charlotte Sting,Andrea Congreaves,Mercer University,null,null,3,84,6.5,0.142,21.9,6,3.6,1.3,null,null,null,null,null
27,1997,New York Liberty,Kisha Ford,Georgia Tech,null,null,5,124,3.2,0.07,14.6,3.5,1.8,0.7,null,null,null,null,null
28,1997,Utah Starzz,Kim Williams,DePaul,null,null,2,58,0.3,0.01,19.8,7.8,2.4,1.8,null,null,null,null,null
29,1997,Cleveland Rockers,Anita Maxwell,New Mexico State,null,null,1,9,-0.1,-0.036,7,2.1,1.3,0.9,null,null,null,null,null
30,1997,Los Angeles Sparks,Travesa Gant,Lamar,null,null,1,2,-0.1,-0.247,6.5,0,1.5,0,null,null,null,null,null
31,1997,Sacramento Monarchs,Tajama Abraham,George Washington,null,null,2,40,-0.8,-0.07,11.7,3.5,1.9,0.3,null,null,null,null,null
32,1997,Houston Comets,Catarina Pollini,Texas,null,null,1,13,0,0.005,7.2,1.7,0.9,0.4,null,null,null,null,null
